Campaign_ID,Platform,Campaign_Type,Country,Device,Impressions,Clicks,Conversions,Revenue,Spend,Date,CTR,CPC,ROAS
CAMP-0434,LinkedIn,Email,USA,Mobile,7644,779,367,2561.45,6065.78,2025-03-09,0.1019,7.79,0.42
CAMP-0435,YouTube,SEO,UK,Tablet,33933,1333,569,11707.2,2314.29,2025-03-10,0.0393,1.74,5.06
CAMP-0436,YouTube,SEO,Spain,Mobile,44469,2168,589,14721.71,6655.64,2025-03-11,0.0488,3.07,2.21
CAMP-0437,YouTube,Ads,Germany,Desktop,34687,4602,74,6498.51,11571.84,2025-03-12,0.1327,2.51,0.56
CAMP-0438,LinkedIn,Organic,USA,Tablet,53656,4436,41,789.55,3996.99,2025-03-13,0.0827,0.9,0.2
CAMP-0439,YouTube,SEO,USA,Mobile,18375,3886,421,2631.78,130.71,2025-03-14,0.2115,0.03,20.13
CAMP-0440,Twitter,SEO,Spain,Mobile,66206,969,180,18302.42,10044.15,2025-03-15,0.0146,10.37,1.82
CAMP-0441,LinkedIn,Influencer,UK,Desktop,97462,4100,544,9921.52,14590.77,2025-03-16,0.0421,3.56,0.68
CAMP-0442,YouTube,Organic,UK,Tablet,37607,2389,70,9126.1,9122.06,2025-03-17,0.0635,3.82,1.0
CAMP-0443,Twitter,Influencer,Argentina,Desktop,84178,805,567,857.18,1842.83,2025-03-18,0.0096,2.29,0.47
CAMP-0444,TikTok,Organic,Brazil,Mobile,24993,1919,104,14599.88,4844.96,2025-03-19,0.0768,2.52,3.01
CAMP-0445,YouTube,Influencer,Mexico,Mobile,45386,4522,199,10608.55,13021.24,2025-03-20,0.0996,2.88,0.81
CAMP-0446,LinkedIn,SEO,Brazil,Tablet,47287,557,100,4121.41,3526.89,2025-03-21,0.0118,6.33,1.17
CAMP-0447,Facebook,SEO,Spain,Mobile,87724,1486,767,2290.47,9135.05,2025-03-22,0.0169,6.15,0.25
CAMP-0448,YouTube,Ads,Brazil,Tablet,99132,2625,306,7729.42,6069.93,2025-03-23,0.0265,2.31,1.27
CAMP-0449,Facebook,Influencer,Spain,Desktop,94308,3476,585,16759.52,3157.26,2025-03-24,0.0369,0.91,5.31
CAMP-0450,Twitter,Email,UK,Tablet,97393,608,682,17319.36,12210.43,2025-03-25,0.0062,20.08,1.42
CAMP-0451,TikTok,Ads,Mexico,Tablet,77312,3152,376,12096.64,11155.33,2025-03-26,0.0408,3.54,1.08
CAMP-0452,Instagram,Influencer,Brazil,Mobile,99371,4566,654,14577.97,9940.79,2025-03-27,0.0459,2.18,1.47
CAMP-0453,TikTok,Influencer,USA,Mobile,76324,3672,677,2391.6,3583.23,2025-03-28,0.0481,0.98,0.67
CAMP-0454,YouTube,Ads,Canada,Tablet,72196,4449,398,11803.71,1512.96,2025-03-29,0.0616,0.34,7.8
CAMP-0455,Facebook,SEO,Argentina,Mobile,71014,4107,772,13372.62,8663.58,2025-03-30,0.0578,2.11,1.54
CAMP-0456,Facebook,Influencer,Germany,Mobile,9210,3765,220,4094.19,8327.48,2025-03-31,0.4088,2.21,0.49
CAMP-0457,LinkedIn,SEO,USA,Mobile,11922,1351,594,17615.08,2866.36,2025-04-01,0.1133,2.12,6.15
CAMP-0458,Facebook,Ads,UK,Tablet,37289,2205,181,3980.44,890.89,2025-04-02,0.0591,0.4,4.47
CAMP-0459,LinkedIn,SEO,Germany,Mobile,34340,742,306,6338.2,1256.59,2025-04-03,0.0216,1.69,5.04
CAMP-0460,Twitter,Organic,Canada,Tablet,40850,4400,521,12449.08,14891.93,2025-04-04,0.1077,3.38,0.84
CAMP-0461,Instagram,Email,Canada,Mobile,57984,1528,395,12803.17,11764.58,2025-04-05,0.0264,7.7,1.09
CAMP-0462,YouTube,Influencer,Mexico,Desktop,85178,306,3,14017.76,13833.71,2025-04-06,0.0036,45.21,1.01
CAMP-0463,LinkedIn,Email,Germany,Mobile,12094,2480,280,2329.03,2966.07,2025-04-07,0.2051,1.2,0.79
CAMP-0464,Instagram,SEO,Mexico,Mobile,88959,491,214,17004.34,14410.5,2025-04-08,0.0055,29.35,1.18
CAMP-0465,Facebook,Influencer,USA,Tablet,34418,1931,609,10703.66,2182.68,2025-04-09,0.0561,1.13,4.9
CAMP-0466,Facebook,SEO,Spain,Tablet,6741,2696,419,9479.3,7660.77,2025-04-10,0.3999,2.84,1.24
CAMP-0467,Instagram,Organic,Spain,Mobile,73374,3870,100,19623.84,12453.95,2025-04-11,0.0527,3.22,1.58
CAMP-0468,Facebook,Ads,Spain,Desktop,69798,4727,520,14833.53,5279.56,2025-04-12,0.0677,1.12,2.81
CAMP-0469,Twitter,Influencer,Germany,Mobile,71532,1785,572,2448.32,6401.19,2025-04-13,0.025,3.59,0.38
CAMP-0470,Twitter,Organic,Spain,Mobile,23164,3785,308,15155.13,1966.37,2025-04-14,0.1634,0.52,7.71
CAMP-0471,Instagram,Organic,USA,Desktop,36595,2695,657,1995.45,1887.68,2025-04-15,0.0736,0.7,1.06
CAMP-0472,LinkedIn,Influencer,Mexico,Tablet,31257,68,509,646.66,9312.54,2025-04-16,0.0022,136.95,0.07
CAMP-0473,LinkedIn,SEO,Germany,Mobile,15211,1174,62,8132.16,10149.21,2025-04-17,0.0772,8.64,0.8
CAMP-0474,Instagram,Organic,Mexico,Tablet,96989,4035,632,19872.21,11671.12,2025-04-18,0.0416,2.89,1.7
CAMP-0475,LinkedIn,Email,Germany,Tablet,6232,2704,225,3580.19,8372.4,2025-04-19,0.4339,3.1,0.43
CAMP-0476,LinkedIn,Organic,Mexico,Desktop,68753,2130,104,13485.62,9704.1,2025-04-20,0.031,4.56,1.39
CAMP-0477,Twitter,SEO,Canada,Desktop,53691,1597,771,3550.58,252.08,2025-04-21,0.0297,0.16,14.09
CAMP-0478,LinkedIn,SEO,Mexico,Tablet,90765,911,424,14523.26,2474.45,2025-04-22,0.01,2.72,5.87
CAMP-0479,TikTok,Email,Spain,Mobile,80768,204,254,10156.54,14774.48,2025-04-23,0.0025,72.42,0.69
CAMP-0480,YouTube,Organic,Canada,Tablet,26613,3544,428,13631.44,1186.1,2025-04-24,0.1332,0.33,11.49
CAMP-0481,Facebook,SEO,Mexico,Mobile,15026,954,433,4137.18,10197.88,2025-04-25,0.0635,10.69,0.41
CAMP-0482,TikTok,Influencer,Germany,Mobile,54535,1319,206,14938.0,2682.44,2025-04-26,0.0242,2.03,5.57
CAMP-0483,LinkedIn,Ads,Germany,Desktop,95090,454,27,19912.82,10764.94,2025-04-27,0.0048,23.71,1.85
CAMP-0484,Twitter,Ads,Argentina,Mobile,31908,893,681,13346.44,10604.56,2025-04-28,0.028,11.88,1.26
CAMP-0485,Instagram,Ads,Germany,Mobile,53113,1832,335,9920.25,3551.28,2025-04-29,0.0345,1.94,2.79
CAMP-0486,LinkedIn,Organic,UK,Tablet,20610,1614,587,18471.16,4081.03,2025-04-30,0.0783,2.53,4.53
CAMP-0487,Twitter,Email,USA,Desktop,47646,1234,627,415.45,9838.82,2025-05-01,0.0259,7.97,0.04
CAMP-0488,YouTube,SEO,Germany,Mobile,64185,796,68,14625.48,5881.79,2025-05-02,0.0124,7.39,2.49
CAMP-0489,LinkedIn,Influencer,Canada,Mobile,73567,1775,745,17786.06,2958.49,2025-05-03,0.0241,1.67,6.01
CAMP-0490,Instagram,Influencer,Argentina,Desktop,48574,3238,512,1327.32,10988.61,2025-05-04,0.0667,3.39,0.12
CAMP-0491,Twitter,Organic,Germany,Tablet,92051,320,166,9056.28,2354.51,2025-05-05,0.0035,7.36,3.85
CAMP-0492,Twitter,Ads,UK,Desktop,37182,4915,729,4173.92,12841.87,2025-05-06,0.1322,2.61,0.33
CAMP-0493,Twitter,Organic,Spain,Desktop,1570,4006,784,11373.71,7744.31,2025-05-07,2.5516,1.93,1.47
CAMP-0494,YouTube,Email,Canada,Mobile,98790,221,367,13025.9,1630.22,2025-05-08,0.0022,7.38,7.99
CAMP-0495,LinkedIn,Email,UK,Mobile,20288,323,250,6122.2,10426.38,2025-05-09,0.0159,32.28,0.59
CAMP-0496,YouTube,SEO,Spain,Tablet,79824,2356,685,9253.64,7811.49,2025-05-10,0.0295,3.32,1.18
CAMP-0497,Facebook,SEO,Brazil,Mobile,30877,1208,169,5658.86,4505.96,2025-05-11,0.0391,3.73,1.26
CAMP-0498,Facebook,Email,Brazil,Mobile,85425,1756,757,7450.88,6366.96,2025-05-12,0.0206,3.63,1.17
CAMP-0499,LinkedIn,Email,Canada,Desktop,1917,1821,89,3274.85,4510.15,2025-05-13,0.9499,2.48,0.73
CAMP-0500,YouTube,Email,Mexico,Mobile,76602,471,560,17722.63,3982.24,2025-05-14,0.0061,8.45,4.45
CAMP-0501,Instagram,Organic,USA,Tablet,96040,1259,445,299.21,2495.95,2025-05-15,0.0131,1.98,0.12
CAMP-0502,Twitter,Email,Argentina,Desktop,65575,4725,293,17659.94,5473.37,2025-05-16,0.0721,1.16,3.23
CAMP-0503,Twitter,Influencer,USA,Tablet,73518,940,149,11476.41,3802.26,2025-05-17,0.0128,4.04,3.02
CAMP-0504,LinkedIn,Ads,UK,Desktop,40104,4867,131,6699.99,10267.35,2025-05-18,0.1214,2.11,0.65
CAMP-0505,Facebook,Email,Spain,Mobile,19062,3317,432,14488.84,10273.96,2025-05-19,0.174,3.1,1.41
CAMP-0506,Facebook,Ads,USA,Desktop,17999,1523,58,10204.27,7552.51,2025-05-20,0.0846,4.96,1.35
CAMP-0507,Twitter,Organic,Spain,Desktop,62845,3293,198,10032.26,11680.27,2025-05-21,0.0524,3.55,0.86
CAMP-0508,LinkedIn,Ads,Spain,Mobile,10941,4528,214,2291.83,12628.03,2025-05-22,0.4139,2.79,0.18
CAMP-0509,YouTube,Organic,UK,Mobile,62169,2231,560,7851.37,8717.51,2025-05-23,0.0359,3.91,0.9
CAMP-0510,Facebook,Influencer,UK,Tablet,24470,1499,471,4897.18,9303.08,2025-05-24,0.0613,6.21,0.53
CAMP-0511,YouTube,Organic,UK,Tablet,60821,3146,743,412.35,4279.14,2025-05-25,0.0517,1.36,0.1
CAMP-0512,Facebook,Organic,USA,Mobile,87669,3306,246,7265.98,13428.29,2025-05-26,0.0377,4.06,0.54
CAMP-0513,Facebook,SEO,Brazil,Mobile,45435,3206,381,1887.46,411.88,2025-05-27,0.0706,0.13,4.58
CAMP-0514,TikTok,Email,UK,Mobile,5529,1640,238,5210.92,5261.61,2025-05-28,0.2966,3.21,0.99
CAMP-0515,Facebook,Email,Argentina,Desktop,84055,4289,366,1941.08,10840.92,2025-05-29,0.051,2.53,0.18
CAMP-0516,Instagram,Influencer,USA,Desktop,13192,4031,167,2108.74,1247.34,2025-05-30,0.3056,0.31,1.69
CAMP-0517,LinkedIn,Influencer,UK,Desktop,75102,1485,559,4060.32,2788.38,2025-05-31,0.0198,1.88,1.46
CAMP-0518,LinkedIn,Email,Germany,Mobile,73762,273,50,19997.0,8859.82,2025-06-01,0.0037,32.45,2.26
CAMP-0519,YouTube,SEO,Spain,Tablet,87795,269,609,143.46,8421.91,2025-06-02,0.0031,31.31,0.02
CAMP-0520,Facebook,Email,Argentina,Mobile,35087,4324,727,12809.59,11096.98,2025-06-03,0.1232,2.57,1.15
CAMP-0521,Instagram,SEO,UK,Desktop,67677,1704,688,2910.75,12198.56,2025-06-04,0.0252,7.16,0.24
CAMP-0522,YouTube,Influencer,Canada,Desktop,5627,4578,379,18420.5,1972.26,2025-06-05,0.8136,0.43,9.34
CAMP-0523,TikTok,Ads,Spain,Mobile,57541,314,473,1963.29,324.8,2025-06-06,0.0055,1.03,6.04
CAMP-0524,YouTube,Influencer,Spain,Mobile,69226,1003,79,19105.76,10360.1,2025-06-07,0.0145,10.33,1.84
CAMP-0525,YouTube,Influencer,UK,Desktop,4255,4574,696,12257.44,4555.81,2025-06-08,1.075,1.0,2.69
CAMP-0526,Facebook,Organic,Brazil,Desktop,58433,3783,366,125.23,9408.46,2025-06-09,0.0647,2.49,0.01
CAMP-0527,TikTok,Organic,Mexico,Desktop,6213,2824,460,17890.74,2300.64,2025-06-10,0.4545,0.81,7.78
CAMP-0528,YouTube,Organic,Brazil,Mobile,20404,3174,538,10482.06,7062.15,2025-06-11,0.1556,2.22,1.48
CAMP-0529,Instagram,Organic,UK,Desktop,26380,529,451,5327.13,7591.15,2025-06-12,0.0201,14.35,0.7
CAMP-0530,Instagram,SEO,Spain,Desktop,92056,3564,463,15368.86,8796.91,2025-06-13,0.0387,2.47,1.75
CAMP-0531,LinkedIn,Email,Argentina,Tablet,20173,1403,477,18540.64,7721.89,2025-06-14,0.0695,5.5,2.4
CAMP-0532,TikTok,Ads,Canada,Mobile,54027,3372,419,9725.45,7460.58,2025-06-15,0.0624,2.21,1.3
CAMP-0533,TikTok,Influencer,Argentina,Tablet,24989,3928,706,6379.51,5024.38,2025-06-16,0.1572,1.28,1.27
CAMP-0534,LinkedIn,SEO,Argentina,Tablet,25519,939,213,15800.01,1114.14,2025-06-17,0.0368,1.19,14.18
CAMP-0535,YouTube,Ads,Spain,Desktop,23439,3904,368,13667.53,1388.33,2025-06-18,0.1666,0.36,9.84
CAMP-0536,TikTok,SEO,Brazil,Mobile,77949,974,113,17786.17,6534.99,2025-06-19,0.0125,6.71,2.72
CAMP-0537,Instagram,SEO,Canada,Desktop,15995,2220,753,13881.03,5369.11,2025-06-20,0.1388,2.42,2.59
CAMP-0538,Instagram,Influencer,USA,Mobile,24559,1952,502,4946.21,7766.22,2025-06-21,0.0795,3.98,0.64
CAMP-0539,Facebook,Email,Germany,Tablet,90049,4923,635,18640.02,4607.33,2025-06-22,0.0547,0.94,4.05
CAMP-0540,TikTok,Organic,Spain,Mobile,6021,2445,587,2186.23,10334.26,2025-06-23,0.4061,4.23,0.21
CAMP-0541,YouTube,Email,UK,Desktop,99000,78,310,5432.06,12966.12,2025-06-24,0.0008,166.23,0.42
CAMP-0542,LinkedIn,Influencer,USA,Desktop,22119,84,468,10451.87,4518.0,2025-06-25,0.0038,53.79,2.31
CAMP-0543,LinkedIn,Influencer,Germany,Desktop,52539,3639,707,11358.27,2935.11,2025-06-26,0.0693,0.81,3.87
CAMP-0544,YouTube,Influencer,UK,Mobile,95835,2720,43,404.68,1786.9,2025-06-27,0.0284,0.66,0.23
CAMP-0545,Twitter,Ads,Argentina,Tablet,40350,3415,414,15633.4,9263.0,2025-06-28,0.0846,2.71,1.69
CAMP-0546,Facebook,Email,Mexico,Tablet,47223,638,697,7295.99,6685.65,2025-06-29,0.0135,10.48,1.09
CAMP-0547,LinkedIn,Email,UK,Mobile,26517,3268,245,8187.73,2860.83,2025-06-30,0.1232,0.88,2.86
CAMP-0548,TikTok,SEO,Canada,Desktop,79653,3188,83,16206.45,9814.39,2025-07-01,0.04,3.08,1.65
CAMP-0549,Facebook,SEO,Canada,Tablet,23250,953,206,7647.74,2269.82,2025-07-02,0.041,2.38,3.37
CAMP-0550,TikTok,SEO,Mexico,Desktop,85486,4136,150,1039.78,8336.8,2025-07-03,0.0484,2.02,0.12
CAMP-0551,Instagram,Influencer,USA,Mobile,83895,2219,667,3611.15,7930.87,2025-07-04,0.0264,3.57,0.46
CAMP-0552,Facebook,Email,Germany,Desktop,90132,389,527,19122.47,11026.71,2025-07-05,0.0043,28.35,1.73
CAMP-0553,LinkedIn,Influencer,UK,Tablet,92066,4320,164,1501.07,873.89,2025-07-06,0.0469,0.2,1.72
CAMP-0554,Facebook,Ads,Canada,Tablet,67798,1764,144,7163.13,13323.7,2025-07-07,0.026,7.55,0.54
CAMP-0555,Facebook,SEO,USA,Desktop,55199,4742,36,10113.27,10559.73,2025-07-08,0.0859,2.23,0.96
CAMP-0556,Facebook,Influencer,Mexico,Mobile,60546,4596,332,9916.29,3281.08,2025-07-09,0.0759,0.71,3.02
CAMP-0557,Twitter,Influencer,Brazil,Desktop,89151,606,402,178.8,2791.91,2025-07-10,0.0068,4.61,0.06
CAMP-0558,Facebook,Ads,Spain,Mobile,4327,3137,413,10073.14,6503.32,2025-07-11,0.725,2.07,1.55
CAMP-0559,TikTok,Organic,Brazil,Desktop,30768,3316,44,7737.07,12272.6,2025-07-12,0.1078,3.7,0.63
CAMP-0560,Instagram,Email,Brazil,Tablet,65418,3617,401,19444.38,12652.1,2025-07-13,0.0553,3.5,1.54
CAMP-0561,YouTube,Organic,Canada,Mobile,95386,2106,205,3267.27,7830.82,2025-07-14,0.0221,3.72,0.42
CAMP-0562,Facebook,SEO,Argentina,Mobile,43788,3949,61,7147.67,12919.12,2025-07-15,0.0902,3.27,0.55
CAMP-0563,LinkedIn,Influencer,Argentina,Mobile,83384,1066,419,8447.68,131.38,2025-07-16,0.0128,0.12,64.3
CAMP-0564,Facebook,Ads,Mexico,Tablet,47830,2112,467,7874.8,575.86,2025-07-17,0.0442,0.27,13.67
CAMP-0565,LinkedIn,Ads,UK,Desktop,53446,888,18,13350.03,13681.73,2025-07-18,0.0166,15.41,0.98
CAMP-0566,TikTok,Email,Argentina,Tablet,16160,1687,364,4388.71,11641.21,2025-07-19,0.1044,6.9,0.38
CAMP-0567,LinkedIn,Organic,Brazil,Mobile,57583,4371,299,4499.32,6788.06,2025-07-20,0.0759,1.55,0.66
CAMP-0568,YouTube,Email,Argentina,Desktop,34998,3546,6,14611.3,11316.47,2025-07-21,0.1013,3.19,1.29
CAMP-0569,Instagram,Influencer,Brazil,Tablet,28230,1863,760,10055.78,14336.81,2025-07-22,0.066,7.7,0.7
CAMP-0570,LinkedIn,Email,Germany,Mobile,10076,3529,427,8361.6,11592.74,2025-07-23,0.3502,3.28,0.72
CAMP-0571,LinkedIn,Ads,Canada,Mobile,70341,1501,116,3467.14,12643.45,2025-07-24,0.0213,8.42,0.27
CAMP-0572,Instagram,Ads,Canada,Tablet,32085,2363,579,3831.79,11421.07,2025-07-25,0.0736,4.83,0.34
CAMP-0573,YouTube,SEO,UK,Tablet,56571,1564,506,309.98,2564.76,2025-07-26,0.0276,1.64,0.12
CAMP-0574,Facebook,SEO,Argentina,Tablet,15715,1281,545,1919.38,12511.93,2025-07-27,0.0815,9.77,0.15
CAMP-0575,LinkedIn,Influencer,Argentina,Mobile,6750,1695,705,11181.09,2966.88,2025-07-28,0.2511,1.75,3.77
CAMP-0576,Instagram,Organic,Spain,Tablet,79768,3049,324,17848.28,13394.54,2025-07-29,0.0382,4.39,1.33
CAMP-0577,TikTok,Email,USA,Mobile,36903,3490,54,5814.58,6906.82,2025-07-30,0.0946,1.98,0.84
CAMP-0578,Instagram,Influencer,Germany,Tablet,73489,4106,777,6622.17,10170.8,2025-07-31,0.0559,2.48,0.65
CAMP-0579,TikTok,SEO,Canada,Mobile,33093,355,41,2400.55,7483.75,2025-08-01,0.0107,21.08,0.32
CAMP-0580,YouTube,Email,Germany,Mobile,92036,3586,296,7833.76,1455.16,2025-08-02,0.039,0.41,5.38
CAMP-0581,Facebook,SEO,Canada,Desktop,88954,1773,230,840.71,4396.3,2025-08-03,0.0199,2.48,0.19
CAMP-0582,Instagram,Email,Germany,Tablet,35314,1739,452,18360.25,14756.79,2025-08-04,0.0492,8.49,1.24
CAMP-0583,Twitter,Organic,Mexico,Tablet,49225,1567,393,13494.92,14412.69,2025-08-05,0.0318,9.2,0.94
CAMP-0584,LinkedIn,Influencer,Brazil,Mobile,88985,3967,521,19815.9,4841.28,2025-08-06,0.0446,1.22,4.09
CAMP-0585,YouTube,Email,Canada,Mobile,84014,469,357,17668.18,14944.64,2025-08-07,0.0056,31.86,1.18
CAMP-0586,Instagram,Ads,Germany,Mobile,36179,2986,443,9512.51,12690.99,2025-08-08,0.0825,4.25,0.75
CAMP-0587,LinkedIn,Ads,Argentina,Desktop,26338,3912,127,10441.73,9183.84,2025-08-09,0.1485,2.35,1.14
CAMP-0588,Instagram,Email,USA,Desktop,93435,4279,690,3892.46,649.86,2025-08-10,0.0458,0.15,5.99
CAMP-0589,TikTok,Email,Mexico,Mobile,70681,1500,404,9294.58,13526.63,2025-08-11,0.0212,9.02,0.69
CAMP-0590,Instagram,Email,Mexico,Tablet,33101,3146,391,18070.25,8383.57,2025-08-12,0.095,2.66,2.16
CAMP-0591,Twitter,Ads,USA,Tablet,3775,3311,192,1111.98,13033.72,2025-08-13,0.8771,3.94,0.09
CAMP-0592,Instagram,Ads,Germany,Desktop,98183,1214,603,17284.78,12524.72,2025-08-14,0.0124,10.32,1.38
CAMP-0593,Instagram,Email,Argentina,Desktop,46619,1919,742,6884.86,12503.44,2025-08-15,0.0412,6.52,0.55
CAMP-0594,Twitter,SEO,UK,Mobile,46838,1869,77,18000.3,10487.7,2025-08-16,0.0399,5.61,1.72
CAMP-0595,YouTube,SEO,USA,Tablet,20539,2755,84,18823.51,4406.66,2025-08-17,0.1341,1.6,4.27
CAMP-0596,Instagram,Organic,Germany,Mobile,58124,3565,29,13450.21,5075.6,2025-08-18,0.0613,1.42,2.65
CAMP-0597,Twitter,Influencer,USA,Desktop,66149,1392,724,13322.03,4661.61,2025-08-19,0.021,3.35,2.86
CAMP-0598,LinkedIn,SEO,USA,Tablet,27616,2276,48,9109.81,349.69,2025-08-20,0.0824,0.15,26.05
CAMP-0599,TikTok,Ads,Canada,Tablet,80655,1129,776,16727.25,8759.41,2025-08-21,0.014,7.76,1.91
CAMP-0600,TikTok,SEO,Germany,Desktop,91695,4256,144,19236.09,10497.56,2025-08-22,0.0464,2.47,1.83
CAMP-0601,Instagram,Organic,UK,Mobile,55567,4613,68,15524.13,12815.3,2025-08-23,0.083,2.78,1.21
CAMP-0602,YouTube,Organic,Brazil,Mobile,38099,2829,57,12476.54,2145.47,2025-08-24,0.0743,0.76,5.82
CAMP-0603,YouTube,Influencer,Canada,Tablet,76831,2578,696,12175.18,8185.54,2025-08-25,0.0336,3.18,1.49
CAMP-0604,LinkedIn,SEO,USA,Desktop,62799,863,573,17004.45,169.72,2025-08-26,0.0137,0.2,100.19
CAMP-0605,Instagram,Ads,Brazil,Tablet,91221,2081,478,10869.95,1471.65,2025-08-27,0.0228,0.71,7.39
CAMP-0606,TikTok,Ads,Spain,Desktop,26479,372,444,16096.81,860.47,2025-08-28,0.014,2.31,18.71
CAMP-0607,YouTube,Email,Brazil,Mobile,47172,3019,295,10226.82,10895.9,2025-08-29,0.064,3.61,0.94
CAMP-0608,Instagram,Ads,USA,Desktop,56863,953,677,1342.64,1261.84,2025-08-30,0.0168,1.32,1.06
CAMP-0609,YouTube,Influencer,USA,Mobile,43043,1591,170,7740.55,10760.97,2025-08-31,0.037,6.76,0.72
CAMP-0610,Twitter,Influencer,Argentina,Desktop,83569,3553,574,8944.38,3781.89,2025-09-01,0.0425,1.06,2.37
CAMP-0611,YouTube,Ads,Germany,Tablet,16408,2703,146,2918.18,13171.81,2025-09-02,0.1647,4.87,0.22
CAMP-0612,TikTok,Ads,Germany,Mobile,58980,2526,483,2139.68,12206.59,2025-09-03,0.0428,4.83,0.18
CAMP-0613,Facebook,Email,Canada,Tablet,83956,3390,305,10755.75,14369.56,2025-09-04,0.0404,4.24,0.75
CAMP-0614,LinkedIn,Ads,UK,Tablet,17351,4293,672,1794.36,13262.24,2025-09-05,0.2474,3.09,0.14
CAMP-0615,LinkedIn,Email,Canada,Mobile,5131,1191,652,6128.61,14003.27,2025-09-06,0.2321,11.76,0.44
CAMP-0616,TikTok,Email,Mexico,Mobile,45825,899,608,14917.48,12888.2,2025-09-07,0.0196,14.34,1.16
CAMP-0617,YouTube,Ads,USA,Tablet,12349,416,445,19292.2,10416.06,2025-09-08,0.0337,25.04,1.85
CAMP-0618,Instagram,Organic,Brazil,Tablet,61931,2947,220,14385.62,2595.37,2025-09-09,0.0476,0.88,5.54
CAMP-0619,YouTube,Organic,Spain,Tablet,45254,1139,554,19853.25,4112.03,2025-09-10,0.0252,3.61,4.83
CAMP-0620,TikTok,Email,USA,Tablet,39225,4091,377,13996.93,3230.27,2025-09-11,0.1043,0.79,4.33
CAMP-0621,LinkedIn,Ads,USA,Mobile,13453,2088,619,5946.51,9073.61,2025-09-12,0.1552,4.35,0.66
CAMP-0622,YouTube,Organic,Canada,Mobile,19814,2910,265,13473.85,7579.12,2025-09-13,0.1469,2.6,1.78
CAMP-0623,LinkedIn,Ads,Spain,Tablet,19263,4320,94,14072.92,13012.85,2025-09-14,0.2243,3.01,1.08
CAMP-0624,Instagram,Ads,Spain,Desktop,78694,1904,261,7497.37,14292.46,2025-09-15,0.0242,7.51,0.52
CAMP-0625,LinkedIn,Ads,Spain,Desktop,16735,4733,70,452.51,6102.66,2025-09-16,0.2828,1.29,0.07
CAMP-0626,LinkedIn,SEO,Canada,Mobile,16830,544,218,14093.68,7619.94,2025-09-17,0.0323,14.01,1.85
CAMP-0627,Facebook,Ads,USA,Tablet,48893,3232,532,531.83,14574.17,2025-09-18,0.0661,4.51,0.04
CAMP-0628,Facebook,SEO,Canada,Tablet,45673,1834,91,12660.64,4179.77,2025-09-19,0.0402,2.28,3.03
CAMP-0629,Twitter,Email,Germany,Mobile,90462,3560,126,3355.97,11896.24,2025-09-20,0.0394,3.34,0.28
CAMP-0630,Facebook,Organic,Germany,Desktop,46066,3836,79,11355.51,3417.34,2025-09-21,0.0833,0.89,3.32
CAMP-0631,LinkedIn,Organic,Canada,Desktop,4373,4180,237,10127.87,10237.83,2025-09-22,0.9559,2.45,0.99
CAMP-0632,TikTok,Organic,Spain,Desktop,11335,1048,371,368.92,3841.55,2025-09-23,0.0925,3.67,0.1
CAMP-0633,LinkedIn,Organic,Argentina,Mobile,24741,4519,485,7321.03,13261.81,2025-09-24,0.1827,2.93,0.55
CAMP-0634,TikTok,Organic,USA,Desktop,11692,1501,693,12061.71,8444.1,2025-09-25,0.1284,5.63,1.43
CAMP-0635,TikTok,Organic,Canada,Mobile,48295,1801,24,16987.27,2829.71,2025-09-26,0.0373,1.57,6.0
CAMP-0636,Facebook,Organic,Canada,Mobile,46541,2330,155,17783.98,3404.32,2025-09-27,0.0501,1.46,5.22
CAMP-0637,YouTube,Email,Canada,Tablet,35057,4850,516,9728.61,7433.05,2025-09-28,0.1383,1.53,1.31
CAMP-0638,Instagram,Ads,Argentina,Desktop,67983,4708,631,14595.61,14425.95,2025-09-29,0.0693,3.06,1.01
CAMP-0639,Facebook,Influencer,Argentina,Mobile,20583,2984,788,6397.45,11556.15,2025-09-30,0.145,3.87,0.55
CAMP-0640,Facebook,SEO,Mexico,Desktop,23765,3784,529,6909.51,7350.23,2025-10-01,0.1592,1.94,0.94
CAMP-0641,YouTube,Influencer,Germany,Desktop,60287,3396,709,3969.82,5098.9,2025-10-02,0.0563,1.5,0.78
CAMP-0642,Instagram,Influencer,Brazil,Tablet,24906,1923,56,11282.77,8261.56,2025-10-03,0.0772,4.3,1.37
CAMP-0643,LinkedIn,Ads,Spain,Desktop,86103,4584,604,6359.83,11237.99,2025-10-04,0.0532,2.45,0.57
CAMP-0644,Twitter,Ads,UK,Tablet,80675,3853,18,1778.98,11769.73,2025-10-05,0.0478,3.05,0.15
CAMP-0645,Twitter,Ads,Argentina,Mobile,47525,2029,383,13731.62,4902.9,2025-10-06,0.0427,2.42,2.8
CAMP-0646,LinkedIn,Organic,Brazil,Desktop,39230,748,192,14184.29,10831.33,2025-10-07,0.0191,14.48,1.31
CAMP-0647,Facebook,Email,Argentina,Mobile,20520,1362,236,7263.85,9883.94,2025-10-08,0.0664,7.26,0.73
CAMP-0648,Instagram,Organic,Spain,Desktop,86238,3012,386,1626.8,14388.73,2025-10-09,0.0349,4.78,0.11
CAMP-0649,Facebook,Email,UK,Mobile,52934,2988,425,8583.32,13969.8,2025-10-10,0.0564,4.68,0.61
CAMP-0650,TikTok,Email,Mexico,Desktop,26566,4837,276,8902.48,11851.22,2025-10-11,0.1821,2.45,0.75
